road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
highway,3,0.79,25,night,foggy,False,True,afternoon,True,False,3,0.74
highway,4,0.02,35,night,clear,False,True,morning,False,False,2,0.28
highway,1,0.61,35,night,foggy,True,False,morning,True,True,2,0.52
urban,1,0.73,60,dim,clear,False,True,evening,False,True,1,0.4
urban,2,0.99,60,dim,rainy,True,True,afternoon,True,True,1,0.63
rural,2,0.68,35,night,clear,True,False,afternoon,True,False,4,0.53
rural,4,0.23,70,dim,foggy,True,True,afternoon,False,True,1,0.33
rural,2,0.11,45,dim,clear,True,False,morning,False,False,4,0.08
urban,3,0.64,60,daylight,clear,False,True,evening,True,False,0,0.41
urban,4,0.52,60,dim,clear,True,False,evening,True,True,1,0.35
rural,3,0.9,25,dim,rainy,False,True,afternoon,False,True,2,0.42
rural,1,0.73,25,night,foggy,True,False,afternoon,True,True,5,0.55
urban,3,0.51,35,dim,clear,False,False,morning,False,True,2,0.17
rural,1,0.4,25,dim,rainy,False,False,morning,False,True,2,0.29
highway,3,0.4,25,dim,foggy,False,False,morning,False,True,1,0.25
urban,1,0.23,45,night,foggy,True,False,evening,False,True,0,0.44
rural,2,0.02,70,night,foggy,True,True,morning,False,True,1,0.56
urban,3,0.57,35,dim,foggy,False,True,morning,True,False,3,0.37
highway,1,0.21,45,night,rainy,True,True,morning,True,False,4,0.44
urban,3,0.21,35,night,foggy,False,False,afternoon,True,False,1,0.42
urban,4,0.13,70,daylight,clear,True,False,morning,False,True,1,0.26
urban,2,0.19,35,dim,foggy,True,True,afternoon,False,False,0,0.18
urban,1,0.03,25,daylight,foggy,True,False,evening,True,False,1,0.15
highway,4,0.67,70,dim,rainy,False,True,evening,True,True,2,0.5
urban,3,0.4,45,dim,clear,False,True,afternoon,False,False,2,0.09
urban,4,0.56,45,daylight,clear,True,False,afternoon,True,False,2,0.26
rural,3,0.64,60,daylight,rainy,False,True,morning,True,False,1,0.5
urban,2,0.97,45,dim,rainy,True,False,morning,True,True,2,0.34
rural,4,0.07,60,daylight,clear,False,False,evening,False,True,1,0.25
highway,2,0.42,25,daylight,clear,False,False,evening,True,True,0,0.14
highway,1,0.25,45,night,foggy,False,True,evening,False,True,1,0.36
highway,3,0.48,70,dim,rainy,True,True,evening,False,False,0,0.47
highway,3,0.92,60,night,clear,False,False,morning,True,False,1,0.67
rural,2,0.72,45,dim,clear,True,True,morning,True,False,2,0.18
urban,2,0.66,25,night,rainy,True,False,evening,True,False,1,0.45
highway,1,0.44,70,dim,rainy,True,True,morning,True,True,1,0.37
urban,4,0.67,70,night,clear,False,False,morning,True,False,2,0.66
rural,3,0.03,25,dim,rainy,False,False,afternoon,True,False,2,0.15
rural,3,0.59,45,night,clear,True,True,afternoon,False,True,4,0.52
rural,1,0.55,35,daylight,clear,False,True,evening,False,False,1,0.19
highway,1,0.35,45,dim,foggy,True,False,evening,True,False,0,0.15
urban,2,0.2,60,daylight,foggy,True,True,evening,True,True,5,0.39
urban,2,0.81,60,night,rainy,True,False,evening,False,True,1,0.68
urban,4,0.05,45,dim,rainy,False,True,evening,True,True,1,0.15
rural,1,0.07,60,night,clear,False,True,morning,True,True,1,0.36
highway,4,0.44,35,night,foggy,False,False,afternoon,True,True,3,0.58
rural,1,0.25,35,daylight,rainy,True,True,afternoon,False,False,1,0.22
rural,3,0.75,70,dim,clear,False,True,afternoon,True,False,3,0.55
urban,1,0.63,60,night,foggy,True,True,morning,False,True,0,0.68
rural,1,0.77,45,daylight,clear,True,True,morning,False,True,1,0.27
urban,3,0.32,70,daylight,foggy,False,True,morning,False,True,3,0.49
highway,1,0.74,35,daylight,clear,False,True,afternoon,True,True,1,0.29
urban,4,0.86,70,daylight,foggy,True,False,afternoon,True,True,5,0.7
highway,2,0.35,25,night,clear,True,True,afternoon,True,True,4,0.36
urban,2,0.34,60,night,clear,False,True,afternoon,True,True,1,0.46
rural,4,0.9,45,night,rainy,False,False,afternoon,False,False,2,0.54
rural,3,0.05,35,dim,foggy,True,True,morning,True,False,1,0.1
highway,1,0.35,70,dim,foggy,False,False,morning,True,False,1,0.36
highway,4,0.12,45,daylight,rainy,False,True,afternoon,True,False,3,0.27
highway,2,0.03,60,night,rainy,True,True,morning,True,True,0,0.54
urban,2,0.11,45,daylight,clear,False,True,afternoon,False,False,0,0.02
urban,4,0.43,60,night,foggy,True,False,afternoon,False,True,0,0.69
highway,2,0.69,60,dim,clear,False,True,afternoon,False,False,2,0.41
rural,4,0.29,60,daylight,clear,True,False,morning,False,False,1,0.22
urban,2,0.85,70,night,clear,True,True,evening,False,False,1,0.61
urban,4,0.44,60,night,rainy,False,True,evening,False,True,1,0.65
urban,1,0.97,45,night,foggy,False,False,evening,True,True,2,0.66
highway,1,0.95,25,daylight,rainy,False,True,evening,True,False,2,0.4
highway,1,0.77,45,dim,rainy,False,False,evening,False,True,0,0.28
highway,1,0.93,70,night,foggy,True,True,morning,False,True,1,0.75
highway,2,0.71,60,daylight,foggy,False,False,afternoon,False,False,3,0.63
highway,3,0.9,25,night,rainy,False,False,evening,True,True,1,0.52
rural,4,0.24,70,daylight,rainy,True,False,evening,False,True,2,0.46
rural,3,0.35,35,dim,rainy,True,True,evening,False,True,0,0.26
highway,2,0.75,35,night,foggy,True,False,afternoon,True,True,1,0.53
urban,2,0.42,35,daylight,foggy,False,False,evening,False,False,2,0.27
highway,3,0.84,25,night,clear,True,True,morning,True,True,0,0.46
rural,3,0.88,45,daylight,foggy,False,False,afternoon,False,False,0,0.35
rural,2,0.3,25,dim,rainy,True,True,afternoon,True,True,0,0.2
urban,2,0.82,25,dim,foggy,False,False,afternoon,True,False,2,0.24
rural,4,0.15,25,daylight,foggy,True,False,afternoon,True,False,0,0.17
highway,1,0.33,35,dim,foggy,True,False,evening,True,True,1,0.18
urban,1,0.52,45,night,rainy,False,False,evening,False,False,0,0.53
highway,4,0.23,25,dim,clear,False,False,morning,False,False,1,0.1
highway,3,0.58,45,night,clear,False,False,evening,True,True,1,0.38
urban,2,0.58,60,dim,rainy,True,True,afternoon,False,True,1,0.42
highway,3,0.21,25,dim,rainy,False,True,morning,True,False,1,0.14
rural,1,0.8,25,night,clear,True,True,evening,False,False,2,0.45
highway,1,0.63,25,dim,rainy,False,True,afternoon,False,False,0,0.34
urban,3,0.32,60,night,foggy,False,True,morning,True,False,1,0.62
urban,1,0.23,60,night,foggy,True,True,morning,False,False,1,0.58
urban,2,0.88,35,dim,clear,True,False,evening,False,False,1,0.27
highway,4,0.84,70,dim,foggy,False,False,afternoon,True,False,1,0.63
urban,3,0.23,45,night,clear,True,False,evening,False,False,1,0.33
urban,2,0.04,70,daylight,rainy,False,True,morning,True,True,2,0.35
highway,2,0.8,25,dim,clear,False,True,afternoon,True,True,2,0.27
rural,1,0.62,25,dim,clear,False,False,morning,False,False,0,0.2
highway,2,0.1,35,daylight,foggy,False,False,morning,False,True,2,0.16
urban,3,0.59,70,daylight,clear,False,True,afternoon,True,False,0,0.29
urban,2,0.45,25,dim,clear,False,True,evening,True,False,0,0.12
highway,4,0.77,70,dim,clear,False,False,morning,False,False,2,0.47
rural,2,0.21,35,dim,rainy,False,True,afternoon,True,True,1,0.15
urban,2,0.45,70,daylight,foggy,False,True,evening,True,True,1,0.42
urban,4,0.16,45,dim,foggy,False,True,evening,False,True,0,0.2
urban,2,0.96,35,daylight,clear,False,False,morning,True,False,3,0.3
highway,2,0.78,70,daylight,clear,True,True,afternoon,True,True,3,0.5
urban,1,0.74,25,night,rainy,True,False,evening,False,False,0,0.45
rural,3,0.69,60,daylight,foggy,False,False,afternoon,True,True,0,0.57
urban,1,0.42,60,night,foggy,False,True,evening,False,True,0,0.62
urban,3,0.92,35,daylight,clear,False,False,afternoon,True,False,3,0.45
rural,4,0.07,60,daylight,rainy,False,False,afternoon,True,False,2,0.31
urban,4,0.8,45,night,rainy,True,False,afternoon,False,False,0,0.47
highway,4,0.22,35,night,clear,True,False,morning,True,True,1,0.25
highway,3,0.32,25,night,clear,True,False,evening,False,True,0,0.38
highway,3,0.52,25,night,clear,False,False,evening,True,True,1,0.4
rural,3,0.78,35,night,clear,True,True,morning,True,False,0,0.44
urban,4,0.84,60,night,clear,True,True,evening,False,False,1,0.66
highway,3,0.58,60,night,rainy,True,True,evening,False,False,3,0.76
rural,2,0.4,25,daylight,rainy,True,False,morning,False,True,2,0.19
urban,1,0.95,45,daylight,clear,True,True,morning,False,True,2,0.3
rural,4,0.25,60,night,clear,False,True,morning,False,True,1,0.4
highway,1,0.8,45,dim,foggy,True,False,afternoon,False,False,2,0.34
highway,2,0.61,60,night,rainy,True,False,morning,False,False,4,0.77
highway,3,0.38,35,dim,rainy,True,True,afternoon,True,False,0,0.2
rural,1,0.0,70,daylight,clear,False,True,evening,True,True,1,0.16
rural,2,0.45,25,daylight,rainy,True,True,morning,False,True,1,0.25
highway,2,0.28,35,dim,rainy,True,False,morning,True,True,1,0.26
rural,1,0.1,60,daylight,rainy,False,True,morning,False,True,0,0.3
highway,4,0.08,25,night,foggy,False,True,morning,False,False,2,0.34
highway,1,0.35,70,dim,rainy,True,False,evening,True,False,2,0.42
urban,4,0.61,70,dim,clear,True,False,afternoon,True,True,2,0.46
rural,3,0.84,60,daylight,rainy,True,False,evening,True,False,2,0.48
highway,4,0.18,25,dim,rainy,False,True,afternoon,False,True,2,0.17
highway,3,0.42,60,dim,foggy,False,False,evening,False,False,2,0.47
rural,1,0.39,70,dim,rainy,True,False,evening,False,True,1,0.46
urban,3,0.51,35,daylight,foggy,True,False,evening,True,False,1,0.22
urban,2,0.81,35,dim,foggy,True,False,morning,False,False,1,0.3
highway,3,0.55,45,dim,foggy,True,False,morning,False,False,2,0.27
rural,4,0.85,70,night,rainy,True,True,afternoon,False,True,1,0.8
urban,4,0.52,70,night,clear,True,True,evening,False,False,2,0.46
rural,4,0.6,60,dim,clear,True,True,morning,False,True,0,0.33
rural,3,0.44,45,daylight,rainy,True,True,evening,False,False,4,0.35
highway,4,0.82,45,dim,foggy,False,True,evening,False,False,1,0.35
urban,4,0.92,25,daylight,clear,True,False,afternoon,True,True,1,0.34
highway,2,0.64,60,night,rainy,True,True,afternoon,True,False,2,0.82
urban,3,0.82,35,night,clear,False,False,evening,False,True,0,0.53
urban,2,0.06,25,dim,rainy,False,True,evening,False,False,1,0.11
urban,4,0.91,45,daylight,foggy,False,True,evening,True,False,1,0.33
urban,4,0.19,35,daylight,clear,True,True,afternoon,True,False,2,0.0
urban,4,0.26,70,daylight,rainy,True,False,afternoon,False,True,0,0.4
rural,3,0.05,60,dim,rainy,True,True,morning,True,True,1,0.22
highway,1,0.97,45,daylight,clear,False,False,afternoon,True,True,1,0.28
rural,4,0.85,70,night,rainy,True,True,evening,False,False,0,0.77
urban,4,0.91,45,daylight,clear,True,False,evening,False,True,1,0.36
highway,4,0.85,35,daylight,rainy,True,True,afternoon,False,False,1,0.36
urban,4,0.48,25,dim,clear,True,False,morning,False,True,0,0.1
highway,3,0.92,35,dim,foggy,False,False,afternoon,False,True,3,0.51
rural,1,0.97,60,dim,clear,True,True,afternoon,False,False,0,0.5
highway,1,0.5,60,dim,rainy,True,True,evening,False,True,2,0.5
highway,1,0.18,45,dim,foggy,True,True,evening,False,True,1,0.23
highway,4,0.66,35,daylight,foggy,True,True,morning,True,False,1,0.28
highway,4,0.98,25,daylight,clear,False,True,evening,True,False,1,0.33
highway,1,0.87,60,dim,clear,True,False,morning,False,False,1,0.56
urban,1,0.86,25,dim,clear,False,True,afternoon,False,False,1,0.34
highway,4,0.93,70,daylight,foggy,True,True,morning,True,True,0,0.54
highway,4,0.89,45,dim,foggy,True,True,afternoon,False,True,1,0.3
rural,2,0.78,25,night,clear,False,True,afternoon,True,False,0,0.48
highway,2,0.72,45,daylight,rainy,False,False,evening,False,False,2,0.29
rural,2,0.26,70,night,foggy,True,False,afternoon,True,False,4,0.75
urban,1,0.62,25,daylight,clear,False,False,afternoon,False,True,0,0.11
highway,3,0.52,25,daylight,rainy,True,False,morning,False,False,0,0.22
rural,4,0.86,70,daylight,clear,True,False,evening,True,True,0,0.45
rural,2,0.49,35,daylight,foggy,False,False,evening,False,False,4,0.3
urban,3,0.13,25,daylight,foggy,True,False,evening,True,True,0,0.09
highway,4,0.0,25,daylight,clear,True,False,afternoon,True,False,3,0.07
highway,3,0.68,60,daylight,rainy,False,True,afternoon,True,True,4,0.65
rural,1,0.55,35,dim,foggy,False,True,morning,True,False,3,0.35
highway,1,0.33,25,dim,clear,True,True,evening,True,True,0,0.12
rural,1,0.17,70,dim,clear,True,False,evening,True,False,1,0.37
highway,2,0.47,45,night,rainy,True,False,afternoon,False,False,1,0.51
rural,4,0.1,70,daylight,rainy,False,True,morning,True,True,0,0.36
highway,1,0.34,35,dim,foggy,True,True,afternoon,True,True,0,0.13
urban,2,0.38,60,dim,rainy,True,True,evening,True,True,0,0.39
highway,2,0.47,60,dim,rainy,False,False,afternoon,False,True,1,0.48
highway,2,0.47,60,daylight,foggy,True,False,morning,False,True,1,0.42
urban,2,0.26,70,daylight,clear,False,False,morning,True,True,1,0.24
highway,1,0.85,45,night,foggy,False,False,afternoon,True,False,1,0.65
urban,2,0.36,45,night,foggy,True,False,evening,False,False,4,0.45
highway,1,0.23,25,daylight,rainy,False,True,afternoon,False,True,1,0.16
rural,1,0.18,45,night,rainy,True,False,afternoon,False,True,1,0.33
rural,2,0.32,45,dim,clear,True,False,morning,True,False,0,0.04
highway,1,0.07,25,night,rainy,False,False,afternoon,True,True,3,0.51
highway,4,0.03,70,dim,clear,False,False,morning,True,False,1,0.16
highway,4,0.61,70,night,clear,False,True,morning,False,False,2,0.54
rural,3,0.62,35,dim,clear,True,False,afternoon,True,False,4,0.34
highway,4,0.53,70,night,foggy,True,True,morning,False,True,1,0.67
rural,1,0.76,60,night,rainy,False,True,afternoon,False,False,0,0.68
urban,1,0.04,60,daylight,rainy,True,True,evening,False,True,2,0.31
rural,4,0.94,35,daylight,clear,False,False,evening,True,True,3,0.34
rural,2,0.1,45,dim,rainy,True,True,morning,False,True,0,0.12
urban,2,0.67,35,daylight,clear,True,True,evening,True,False,2,0.19
rural,1,0.13,25,dim,rainy,True,False,evening,True,False,0,0.08
highway,2,0.88,35,daylight,foggy,True,True,afternoon,False,False,2,0.38
highway,3,0.51,35,daylight,rainy,False,False,afternoon,False,True,1,0.22
rural,3,0.08,60,dim,clear,True,True,evening,False,False,1,0.12
highway,4,0.62,25,night,foggy,False,True,evening,True,False,1,0.51
rural,4,0.01,25,dim,rainy,True,False,afternoon,False,False,3,0.21
highway,2,0.78,35,dim,foggy,True,False,afternoon,False,False,2,0.27
highway,1,0.65,25,dim,clear,False,False,evening,False,False,1,0.23
rural,4,0.21,25,daylight,clear,True,False,morning,True,True,0,0.1
highway,3,0.37,70,daylight,rainy,False,True,afternoon,True,True,1,0.41
rural,4,0.01,25,daylight,clear,True,True,afternoon,True,True,0,0.03
highway,4,0.69,45,dim,rainy,True,True,evening,False,True,1,0.24
highway,3,0.32,25,night,clear,True,False,evening,False,True,1,0.33
urban,1,0.57,60,night,clear,False,False,morning,True,False,1,0.57
urban,4,0.96,70,dim,clear,True,False,afternoon,False,True,1,0.57
rural,4,0.3,60,dim,rainy,False,True,evening,True,False,0,0.3
urban,4,0.99,60,night,rainy,True,True,evening,False,False,2,0.78
rural,2,0.63,45,daylight,rainy,False,False,morning,False,False,1,0.24
urban,4,0.24,70,dim,rainy,False,True,morning,True,False,1,0.34
highway,3,0.44,35,night,clear,False,False,afternoon,True,True,1,0.33
rural,1,0.74,25,night,foggy,False,False,evening,True,False,3,0.6
rural,1,0.45,45,night,rainy,True,False,evening,True,False,1,0.39
highway,3,0.07,45,daylight,clear,False,True,afternoon,False,True,0,0.0
rural,2,0.17,35,night,clear,False,True,morning,False,False,2,0.33
rural,3,0.79,45,night,rainy,True,True,afternoon,True,False,1,0.55
urban,1,0.65,35,night,rainy,False,False,afternoon,True,False,2,0.41
rural,3,0.57,35,dim,clear,True,True,afternoon,False,True,2,0.13
highway,2,0.17,35,dim,rainy,True,True,morning,True,False,3,0.27
urban,1,0.84,45,dim,rainy,True,False,morning,False,False,0,0.34
urban,2,0.96,35,night,foggy,True,True,evening,False,True,3,0.69
highway,3,0.04,45,night,foggy,False,True,evening,True,True,2,0.34
highway,4,0.08,70,daylight,rainy,True,False,afternoon,True,True,1,0.24
urban,3,0.88,35,night,foggy,False,True,evening,True,False,1,0.59
rural,2,0.82,45,daylight,foggy,True,True,morning,False,False,0,0.4
urban,3,0.62,45,night,rainy,False,False,evening,False,True,1,0.41
highway,4,0.94,45,daylight,clear,True,True,evening,False,False,4,0.39
urban,2,0.65,25,dim,clear,False,True,morning,False,True,2,0.08
highway,3,0.22,25,night,clear,True,False,evening,True,False,1,0.28
urban,2,0.73,35,daylight,clear,False,True,morning,True,False,4,0.33
rural,2,0.65,70,dim,foggy,False,True,evening,False,False,1,0.44
urban,1,0.99,35,dim,foggy,False,True,evening,False,True,0,0.37
urban,1,0.21,60,night,rainy,True,True,afternoon,True,False,1,0.55
highway,2,0.6,60,daylight,rainy,False,True,evening,True,False,1,0.48
highway,3,0.78,70,daylight,clear,False,True,afternoon,False,False,2,0.41
highway,3,0.34,70,daylight,clear,False,False,evening,False,False,2,0.36
urban,3,0.38,70,dim,rainy,True,False,afternoon,True,False,3,0.53
rural,4,0.89,25,daylight,rainy,True,True,evening,True,False,1,0.34
highway,2,0.4,25,dim,clear,False,True,morning,True,True,4,0.27
highway,2,0.62,60,daylight,foggy,False,True,evening,False,False,0,0.51
urban,4,0.89,70,dim,foggy,False,False,morning,False,True,4,0.61
highway,2,0.21,45,night,foggy,False,True,morning,True,True,2,0.36
rural,2,0.98,60,dim,foggy,False,False,afternoon,False,False,1,0.62
rural,4,0.7,70,daylight,foggy,True,True,morning,True,True,0,0.55
highway,1,0.5,45,dim,rainy,True,False,morning,False,True,1,0.34
highway,2,0.43,70,daylight,rainy,True,True,afternoon,False,False,2,0.49
urban,4,0.95,35,night,clear,True,False,evening,True,True,3,0.57
rural,3,0.21,45,dim,rainy,True,True,evening,True,False,2,0.07
rural,1,0.31,35,night,rainy,True,False,morning,False,False,0,0.43
highway,3,0.31,25,dim,rainy,False,True,afternoon,True,True,3,0.28
urban,2,0.29,60,dim,rainy,True,True,evening,False,True,0,0.43
rural,1,0.47,70,night,clear,False,True,afternoon,False,True,1,0.54
rural,4,0.99,60,night,rainy,True,True,afternoon,True,False,1,0.74
urban,2,0.89,70,dim,rainy,False,False,morning,True,True,0,0.54
urban,4,0.33,35,dim,clear,False,True,afternoon,True,False,1,0.11
rural,1,0.42,45,dim,rainy,False,False,morning,True,False,3,0.33
rural,3,0.67,45,night,clear,False,False,afternoon,True,False,0,0.37
urban,2,0.02,70,daylight,foggy,True,False,morning,False,False,2,0.31
rural,2,0.82,35,night,foggy,True,True,evening,True,True,3,0.64
highway,4,0.88,70,dim,rainy,False,True,afternoon,False,True,3,0.64
highway,1,0.86,70,dim,rainy,False,False,morning,False,False,3,0.7
urban,4,0.38,70,night,rainy,False,True,evening,True,False,2,0.65
urban,1,0.46,45,dim,rainy,False,False,morning,True,False,1,0.26
urban,2,0.01,70,dim,foggy,True,False,morning,False,True,2,0.29
highway,1,0.4,45,dim,foggy,True,False,morning,True,True,4,0.35
rural,2,0.46,25,dim,rainy,False,False,morning,True,True,2,0.21
highway,1,0.91,35,dim,clear,False,False,morning,True,True,0,0.33
rural,3,0.89,25,daylight,clear,False,True,afternoon,False,True,2,0.28
highway,1,0.97,70,night,foggy,False,False,evening,True,False,0,0.81
rural,3,0.89,45,night,clear,False,True,evening,True,True,1,0.53
highway,1,0.01,35,night,rainy,False,False,evening,False,True,3,0.4
urban,1,0.64,60,daylight,rainy,True,True,afternoon,True,True,1,0.51
highway,4,0.07,35,daylight,rainy,False,False,morning,False,True,2,0.1
rural,4,0.27,35,night,rainy,False,True,afternoon,True,True,1,0.33
